Policy Area,Dataset,Variable,Year,Amount,Tract,Tract Number,Neighborhood,GEOID,Location,Row ID,Date
Employment & Income,Income,Median Household Income,2010,46098,"Census Tract 4322.01, Los Angeles County, California",432201,Rosemead,1400000US06037432201,"(34.0877335, -118.0829205)",Median_Household_Income_2010_1400000US06037432201,01/01/2010
Employment & Income,Income,Median Household Income,2012,36078,"Census Tract 1241.05, Los Angeles County, California",124105,North Hollywood,1400000US06037124105,"(34.181229, -118.383405)",Median_Household_Income_2012_1400000US06037124105,01/01/2012
Employment & Income,Income,Median Household Income,2015,61622,"Census Tract 5550.01, Los Angeles County, California",555001,Lakewood,1400000US06037555001,"(33.8439845, -118.09042)",Median_Household_Income_2015_1400000US06037555001,01/01/2015
Employment & Income,Income,Median Household Income,2012,95583,"Census Tract 2652.01, Los Angeles County, California",265201,Westwood,1400000US06037265201,"(34.067255, -118.4366455)",Median_Household_Income_2012_1400000US06037265201,01/01/2012
Employment & Income,Income,Median Household Income,2014,120481,"Census Tract 1151.03, Los Angeles County, California",115103,Northridge,1400000US06037115103,"(34.246414, -118.528551)",Median_Household_Income_2014_1400000US06037115103,01/01/2014
Employment & Income,Income,Median Household Income,2010,38138,"Census Tract 2041.10, Los Angeles County, California",204110,Boyle Heights,1400000US06037204110,"(34.038791, -118.198734)",Median_Household_Income_2010_1400000US06037204110,01/01/2010
Employment & Income,Income,Median Household Income,2013,63514,"Census Tract 5031.05, Los Angeles County, California",503105,South Whittier,1400000US06037503105,"(33.9256065, -118.033586)",Median_Household_Income_2013_1400000US06037503105,01/01/2013
Employment & Income,Income,Median Household Income,2015,66721,"Census Tract 9200.35, Los Angeles County, California",920035,Santa Clarita,1400000US06037920035,"(34.419514, -118.4632135)",Median_Household_Income_2015_1400000US06037920035,01/01/2015
Employment & Income,Income,Median Household Income,2013,75764,"Census Tract 3112, Los Angeles County, California",311200,Burbank,1400000US06037311200,"(34.1714255, -118.3527755)",Median_Household_Income_2013_1400000US06037311200,01/01/2013
Employment & Income,Income,Median Household Income,2016,163708,"Census Tract 6707.02, Los Angeles County, California",670702,Rancho Palos Verdes,1400000US06037670702,"(33.7513725, -118.3285275)",Median_Household_Income_2016_1400000US06037670702,01/01/2016
Employment & Income,Income,Median Household Income,2010,83291,"Census Tract 9201.14, Los Angeles County, California",920114,Santa Clarita,1400000US06037920114,"(34.4320305, -118.5670465)",Median_Household_Income_2010_1400000US06037920114,01/01/2010
Employment & Income,Income,Median Household Income,2011,134773,"Census Tract 4005.01, Los Angeles County, California",400501,Glendora,1400000US06037400501,"(34.163097, -117.865255)",Median_Household_Income_2011_1400000US06037400501,01/01/2011
Employment & Income,Income,Median Household Income,2010,41222,"Census Tract 6025.08, Los Angeles County, California",602508,Hawthorne,1400000US06037602508,"(33.9128105, -118.3395105)",Median_Household_Income_2010_1400000US06037602508,01/01/2010
Employment & Income,Income,Median Household Income,2014,113148,"Census Tract 2736, Los Angeles County, California",273600,Venice,1400000US06037273600,"(33.993484, -118.459266)",Median_Household_Income_2014_1400000US06037273600,01/01/2014
Employment & Income,Income,Median Household Income,2016,,"Census Tract 3200, Los Angeles County, California",320000,Universal City,1400000US06037320000,"(34.137367, -118.352786)",Median_Household_Income_2016_1400000US06037320000,01/01/2016
Employment & Income,Income,Median Household Income,2014,41335,"Census Tract 1901, Los Angeles County, California",190100,Hollywood,1400000US06037190100,"(34.0992315, -118.3421205)",Median_Household_Income_2014_1400000US06037190100,01/01/2014
Employment & Income,Income,Median Household Income,2013,56599,"Census Tract 1835.10, Los Angeles County, California",183510,Highland Park,1400000US06037183510,"(34.1153125, -118.2025785)",Median_Household_Income_2013_1400000US06037183510,01/01/2013
Employment & Income,Income,Median Household Income,2015,67208,"Census Tract 5018.02, Los Angeles County, California",501802,Whittier,1400000US06037501802,"(33.966778, -118.0280925)",Median_Household_Income_2015_1400000US06037501802,01/01/2015
Employment & Income,Income,Median Household Income,2010,39184,"Census Tract 5337.03, Los Angeles County, California",533703,Maywood,1400000US06037533703,"(33.984506, -118.1733515)",Median_Household_Income_2010_1400000US06037533703,01/01/2010
Employment & Income,Income,Median Household Income,2011,52000,"Census Tract 4016.03, Los Angeles County, California",401603,La Verne,1400000US06037401603,"(34.1109685, -117.7780265)",Median_Household_Income_2011_1400000US06037401603,01/01/2011
Employment & Income,Income,Median Household Income,2016,49688,"Census Tract 4048.03, Los Angeles County, California",404803,Baldwin Park,1400000US06037404803,"(34.066904, -117.9657045)",Median_Household_Income_2016_1400000US06037404803,01/01/2016
Employment & Income,Income,Median Household Income,2016,60170,"Census Tract 9200.31, Los Angeles County, California",920031,Santa Clarita,1400000US06037920031,"(34.3954795, -118.4803145)",Median_Household_Income_2016_1400000US06037920031,01/01/2016
Employment & Income,Income,Median Household Income,2014,54704,"Census Tract 1891.01, Los Angeles County, California",189101,Los Feliz,1400000US06037189101,"(34.1047355, -118.2885045)",Median_Household_Income_2014_1400000US06037189101,01/01/2014
Employment & Income,Income,Median Household Income,2011,51435,"Census Tract 1394.01, Los Angeles County, California",139401,Tarzana,1400000US06037139401,"(34.169524, -118.5377675)",Median_Household_Income_2011_1400000US06037139401,01/01/2011
Employment & Income,Income,Median Household Income,2011,39801,"Census Tract 5768.01, Los Angeles County, California",576801,Long Beach,1400000US06037576801,"(33.7714375, -118.164174)",Median_Household_Income_2011_1400000US06037576801,01/01/2011
Employment & Income,Income,Median Household Income,2010,32292,"Census Tract 5765.03, Los Angeles County, California",576503,Long Beach,1400000US06037576503,"(33.7716165, -118.1698205)",Median_Household_Income_2010_1400000US06037576503,01/01/2010
Employment & Income,Income,Median Household Income,2011,60977,"Census Tract 5772, Los Angeles County, California",577200,Long Beach,1400000US06037577200,"(33.76191605, -118.1491539)",Median_Household_Income_2011_1400000US06037577200,01/01/2011
Employment & Income,Income,Median Household Income,2016,97375,"Census Tract 9203.31, Los Angeles County, California",920331,Santa Clarita,1400000US06037920331,"(34.3965195, -118.5461425)",Median_Household_Income_2016_1400000US06037920331,01/01/2016
Employment & Income,Income,Median Household Income,2015,57473,"Census Tract 2717.02, Los Angeles County, California",271702,Palms,1400000US06037271702,"(34.025252, -118.426283)",Median_Household_Income_2015_1400000US06037271702,01/01/2015
Employment & Income,Income,Median Household Income,2014,46230,"Census Tract 5513, Los Angeles County, California",551300,Downey,1400000US06037551300,"(33.935437, -118.1338245)",Median_Household_Income_2014_1400000US06037551300,01/01/2014
Employment & Income,Income,Median Household Income,2015,28528,"Census Tract 2285, Los Angeles County, California",228500,South Park,1400000US06037228500,"(34.003629, -118.2695985)",Median_Household_Income_2015_1400000US06037228500,01/01/2015
Employment & Income,Income,Median Household Income,2010,41791,"Census Tract 4025.02, Los Angeles County, California",402502,Pomona,1400000US06037402502,"(34.0475995, -117.76107)",Median_Household_Income_2010_1400000US06037402502,01/01/2010
Employment & Income,Income,Median Household Income,2013,48167,"Census Tract 1230.20, Los Angeles County, California",123020,Sun Valley,1400000US06037123020,"(34.2048255, -118.366247)",Median_Household_Income_2013_1400000US06037123020,01/01/2013
Employment & Income,Income,Median Household Income,2011,64474,"Census Tract 1216, Los Angeles County, California",121600,Sun Valley,1400000US06037121600,"(34.211448, -118.409348)",Median_Household_Income_2011_1400000US06037121600,01/01/2011
Employment & Income,Income,Median Household Income,2014,79643,"Census Tract 5040.02, Los Angeles County, California",504002,La Mirada,1400000US06037504002,"(33.908827, -118.0235205)",Median_Household_Income_2014_1400000US06037504002,01/01/2014
Employment & Income,Income,Median Household Income,2014,73029,"Census Tract 2756.03, Los Angeles County, California",275603,Playa Vista,1400000US06037275603,"(33.986639, -118.405224)",Median_Household_Income_2014_1400000US06037275603,01/01/2014
Employment & Income,Income,Median Household Income,2012,96351,"Census Tract 5545.12, Los Angeles County, California",554512,Cerritos,1400000US06037554512,"(33.8767845, -118.055207)",Median_Household_Income_2012_1400000US06037554512,01/01/2012
Employment & Income,Income,Median Household Income,2012,85192,"Census Tract 5436.04, Los Angeles County, California",543604,Carson,1400000US06037543604,"(33.8083, -118.282031)",Median_Household_Income_2012_1400000US06037543604,01/01/2012
Employment & Income,Income,Median Household Income,2014,51544,"Census Tract 1152.02, Los Angeles County, California",115202,Northridge,1400000US06037115202,"(34.2338575, -118.537507)",Median_Household_Income_2014_1400000US06037115202,01/01/2014
Employment & Income,Income,Median Household Income,2011,151250,"Census Tract 2626.04, Los Angeles County, California",262604,Pacific Palisades,1400000US06037262604,"(34.05192037, -118.5490685)",Median_Household_Income_2011_1400000US06037262604,01/01/2011
Employment & Income,Income,Median Household Income,2013,32292,"Census Tract 5541.05, Los Angeles County, California",554105,Bellflower,1400000US06037554105,"(33.8855435, -118.1212725)",Median_Household_Income_2013_1400000US06037554105,01/01/2013
Employment & Income,Income,Median Household Income,2015,51250,"Census Tract 2933.07, Los Angeles County, California",293307,Harbor City,1400000US06037293307,"(33.786479, -118.3043115)",Median_Household_Income_2015_1400000US06037293307,01/01/2015
Employment & Income,Income,Median Household Income,2015,35987,"Census Tract 1872, Los Angeles County, California",187200,Elysian Valley,1400000US06037187200,"(34.101728, -118.2488185)",Median_Household_Income_2015_1400000US06037187200,01/01/2015
Employment & Income,Income,Median Household Income,2014,34000,"Census Tract 1232.04, Los Angeles County, California",123204,North Hollywood,1400000US06037123204,"(34.193936, -118.39433)",Median_Household_Income_2014_1400000US06037123204,01/01/2014
Employment & Income,Income,Median Household Income,2010,51912,"Census Tract 5323.04, Los Angeles County, California",532304,Commerce,1400000US06037532304,"(33.985628, -118.152339)",Median_Household_Income_2010_1400000US06037532304,01/01/2010
Employment & Income,Income,Median Household Income,2012,39722,"Census Tract 5344.03, Los Angeles County, California",534403,Cudahy,1400000US06037534403,"(33.9672875, -118.1979385)",Median_Household_Income_2012_1400000US06037534403,01/01/2012
Employment & Income,Income,Median Household Income,2010,49403,"Census Tract 4049.01, Los Angeles County, California",404901,Baldwin Park,1400000US06037404901,"(34.095734, -117.976888)",Median_Household_Income_2010_1400000US06037404901,01/01/2010
Employment & Income,Income,Median Household Income,2014,65975,"Census Tract 7008.01, Los Angeles County, California",700801,Beverly Hills,1400000US06037700801,"(34.0741065, -118.400005)",Median_Household_Income_2014_1400000US06037700801,01/01/2014
Employment & Income,Income,Median Household Income,2012,,"Census Tract 9800.31, Los Angeles County, California",980031,San Pedro,1400000US06037980031,"(33.73751, -118.2614255)",Median_Household_Income_2012_1400000US06037980031,01/01/2012
Employment & Income,Income,Median Household Income,2010,26991,"Census Tract 2284.10, Los Angeles County, California",228410,Historic South-Central,1400000US06037228410,"(34.014163, -118.2690345)",Median_Household_Income_2010_1400000US06037228410,01/01/2010
Employment & Income,Income,Median Household Income,2015,82525,"Census Tract 1974.10, Los Angeles County, California",197410,Echo Park,1400000US06037197410,"(34.094369, -118.2512135)",Median_Household_Income_2015_1400000US06037197410,01/01/2015
Employment & Income,Income,Median Household Income,2012,56532,"Census Tract 9107.13, Los Angeles County, California",910713,Palmdale,1400000US06037910713,"(34.5727205, -118.0399375)",Median_Household_Income_2012_1400000US06037910713,01/01/2012
Employment & Income,Income,Median Household Income,2014,88233,"Census Tract 1435, Los Angeles County, California",143500,Studio City,1400000US06037143500,"(34.146964, -118.4092995)",Median_Household_Income_2014_1400000US06037143500,01/01/2014
